#{"t_start": 1767865492.5766735, "env_id": "None"}
r,l,t
-236.065822,89,6028.420122
-358.579625,123,6034.725348
-192.037394,89,6039.329215
-209.929002,89,6043.933091
-362.503679,122,6050.188274
-275.920217,90,6054.842203
-252.589079,89,6059.446074
-295.264604,122,6065.701413
-184.940058,90,6070.35521
-264.835106,89,6074.95914
-211.181809,89,6079.562936
-210.021316,89,6084.166793
-328.051401,122,6090.422015
-183.005945,90,6095.075978
-265.724819,90,6099.729848
-219.111533,90,6104.383756
-195.430299,89,6108.987868
-216.323902,90,6113.641503
-208.095648,90,6118.295405
-196.274117,90,6122.933019
-259.31079,89,6127.536452
-242.080069,89,6132.14043
-195.1385,89,6136.744431
-250.571229,90,6141.39811
-203.657489,90,6146.052115
-289.997829,123,6152.357273
-309.942508,122,6158.612708
-325.606275,123,6164.917874
-227.307906,89,6169.521693
-201.00447,89,6174.125545
-213.379597,89,6178.729875
-221.005054,90,6183.383296
-240.540249,90,6188.037376
-203.928044,89,6192.641173
-226.029942,90,6197.294938
-306.176123,123,6203.60053
-215.814765,89,6208.204123
-191.918608,90,6212.857986
-180.34202,89,6217.462627
-225.678318,89,6222.065723
-221.558202,89,6226.669601
-227.912381,91,6231.373877
-213.947891,89,6235.977341
-282.28695,89,6240.581259
-191.833676,89,6245.185338
-195.034179,89,6249.788949
-246.329134,89,6254.39281
-200.30022,89,6258.996953
-194.851737,89,6263.600518
-209.832089,89,6268.204417
-185.393812,89,6272.808337
-207.458308,89,6277.412205
-231.900049,89,6282.016097
-192.951304,90,6286.670189
-301.742393,122,6292.925121
